N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE_ID,MARCAS_COL_Esquerda,MARCAS_COL_Direita,MARCAS_COL_Posterior_Esquerda,MARCAS_COL_Posterior_Direita,MARCAS_ENC_Esquerda,MARCAS_ENC_Direita,MARCAS_ENC_Posterior_Esquerda,MARCAS_ENC_Posterior_Direita,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP DOWNLOAD - DATE,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,COLETA_MAT_Filhotes,Filhotes amostrados,INCUBACAO,Hatching success,OBSERVACAO
174,LEO,SD,2-Mar-23,NA,23:35,10,310,-3.86945,-32.43581,F40,BRA 31386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inicio da praia, ate o rio, cova com muito agua."
175,LEO,CD,2-Mar-23,91,00:10,10,313,-3.86958,-32.43607,F38,NA,BRA 31391,NA,NA,BRA 31382,NA,NA,NA,NA,119.2,112.8,SIM,#N91 02-Mar-2023 BRA 31382 BRA 31391,I,21648047,3/3/2023 01:18,4/22/2023 23:20,23-Apr-23,NA,NA,NA,NA,NA,22-Apr-23,22-Apr-23,SU,93,2,9,104,NAO,NA,51,89.42,"Pintada; fotos das marcas OK; derrouba estaca #34 e nao tive cordinha. 2 medium abnormal eggs and 3 hatchlings stuck. Did not sample because many hatchlings emerged outside the cage, only 33 emerged within cage."
176,LEO,ML,2-Mar-23,NA,01:20,10,316,-3.86938,-32.43659,F9,NA,NA,NA,NA,BR 53375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rasgo na nadadeira anterior direita.
177,LEO,CD,2-Mar-23,92,01:30,10,315,-3.86938,-32.43659,F24,NA,NA,NA,NA,BRA 31364,BRA 31365,NA,NA,NA,NA,NA,SIM,#N92 02-Mar-2023 BRA 31364 BRA 31365,I,21309323,3/3/2023 03:39,4/26/2023 22:21,27-Apr-23,NA,NA,NA,NA,NA,25-Apr-23,26-Apr-23,SU,80,1,7,88,SIM ,40,54,90.91,Pintada novamente. Muito tranquila. 2 smal yolkless eggs.
178,LEO,CD,2-Mar-23,93,02:00,10,317,-3.86971,-32.43671,F7,NA,NA,NA,NA,BRA 31303,BRA 31317,NA,NA,NA,NA,NA,SIM,#N93 02-Mar-2023 BRA 31303 BRA 31317,I,21309326,3/3/2023 02:17,4/24/2023 01:20,24-Apr-23,NA,NA,NA,NA,NA,23-Apr-23,23-Apr-23,SU,110,0,4,114,SIM,40,52,96.49,"Muito rapida <3, checar fotos de ID. Nest really deep, Hobo not close to the eggs. 24 stuck hatchligs were close to surface emerging outside cage."
179,LEO,CD,2-Mar-23,94,02:00,10,318,-3.86974,-32.43668,F29,NA,NA,NA,NA,BRA 31356,BRA 31357,NA,NA,NA,NA,NA,SIM,#N94 02-Mar-2023 BRA 31356 BRA 31357,I,21309329,3/3/2023 04:38,5/1/2023 21:01,2-May-23,NA,NA,NA,NA,NA,NA,1-May-23,SU,0,0,24,24,NAO,NA,NA,0,Derrubou estaca n55. 1 small abnormal egg.
180,LEO,CD,3-Mar-23,95,20:45,11,417,-3.86945,-32.43579,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,I,21648057,3/3/2023 23:04,5/3/2023 01:17,3-May-23,NA,NA,NA,NA,NA,NA,2-May-23,SU,0,0,96,96,NAO,NA,NA,0,Tear on right front flipper - Photo tag check. Nest was opened with 60 days. 
181,LEO,CD,3-Mar-23,96,20:50,11,419,-3.87014,-32.43792,F30,NA,NA,NA,NA,BRA 21668,BRA 21667,NA,NA,NA,NA,NA,SIM ,#N96 03-MAR-2023 BRA 21668 BRA 21667,I,21639876,3/3/2023 21:35,4/28/2023 00:28,28-Apr-23,NA,NA,NA,NA,NA,26-Apr-23,27-Apr-23,SU,68,2,19,89,SIM ,40,54,76.4,Painted.
182,LEO,CD,3-Mar-23,98,01:20,11,416,-3.86996,-32.43744,F41,BRA 31399,BRA 31400,NA,NA,NA,NA,NA,NA,NA,98.8,93,SIM,#N98 03-MAR-2023 BRA 31399 BRA 31400,I,21648043,3/4/2023 02:41,4/26/2023 22:10,27-Apr-23,NA,NA,NA,NA,NA,25-Apr-23,26-Apr-23,SU,66,0,1,67,SIM ,40,53,98.51,"Muito preto do ninho N05. Barnacles na nucal (photos). Pintada. Photos tag OK. Derrubou estaca 6, recolocada no lugar."
183,LEO,SD,3-Mar-23,NA,01:20,11,418,-3.8699,-32.43722,F27,NA,NA,NA,NA,BRA 31374,NA,NA,BRA 31355,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
184,LEO,CD,4-Mar-23,99,20:25,10,319,-3.86967,-32.43723,F21,NA,NA,NA,NA,BRA 31348,BRA 31349,NA,NA,NA,NA,NA,NAO,NA,I,21639868,3/4/2023 20:51,4/22/2023 23:56,23-Apr-23,NA,NA,NA,NA,NA,22-Apr-23,22-Apr-23,SU,83,7,2,92,SIM,40,49,90.22,repainted. Fast.
185,LEO,CD,4-Mar-23,97,20:29,11,420,-3.8698,-32.43676,F32,NA,NA,NA,NA,BRA 31346,BRA 31347,NA,NA,NA,NA,NA,SIM,N97 F32 BRA 31346 BRA 31347 ,I,21639887,3/4/2023 20:45,4/26/2023 22:43,27-Apr-23,NA,NA,NA,NA,NA,25-Apr-23,26-Apr-23,SU,80,0,3,83,SIM,40,52,96.39,Hobo not recorded.
186,LEO,ML,4-Mar-23,NA,20:40,11,421,-3.86983,-32.43651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,Turtle come ot of ocean and returned quickly.
187,LEO,CD,4-Mar-23,100,00:30,10,320,-3.87009,-32.43758,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,SIM,#N100 04-Mar-2023 BRA 31354 BR 98349,I,21639888,3/5/2023 03:04,4/24/2023 22:05,25-Apr-23,NA,NA,NA,NA,NA,23-Apr-23,24-Apr-23,SU,100,3,2,105,SIM,40,50,95.24,Repainted - 56 hatchlings emerged between 03:00 and 04:40. Os demais retidos próximos a superficie. 
188,LEO,CD,4-Mar-23,101,03:00,10,322,-3.87009,-32.43812,F33,NA,NA,NA,NA,BRA 31350,BRA 31351,NA,NA,NA,NA,NA,SIM,#N101 04-Mar-2023 BRA 31350 BRA 31351,I,21309304,3/5/2023 04:49,4/26/2023 21:34,27-Apr-23,NA,NA,NA,NA,NA,25-Apr-23,26-Apr-23,SU,81,1,8,90,NAO,NA,52,90,repainted. did not collect hatchling samples because had 7 nests emerged in one night and this was the lowest priority.
189,LEO,SD,4-Mar-23,NA,03:00,10,321,-3.87002,-32.43776,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
190,LEO,ML,4-Mar-23,NA,03:15,11,423,-3.86945,-32.43526,F40,NA,NA,NA,NA,BRA 31386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the beginning of the beach.
191,LEO,ML,4-Mar-23,NA,03:26,11,424,-3.86948,-32.43526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the beginning of beach in water. Took of into ocean before I could check tags. Tear in right flipper in tag location
192,LEO,ML,5-Mar-23,NA,NA,11,425,-3.86942,-32.43547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Before 20:20. Turtle not seen. Tracks at the beginning of the beach.
193,LEO,SD,5-Mar-23,NA,20:20,11,427,-3.86979,-32.43731,F15,NA,NA,NA,NA,BRA 31302,BRA 31304,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,
194,LEO,CD,5-Mar-23,102,20:25,11,426,-3.86951,-32.43594,F10,NA,NA,NA,NA,BRA 31307,BRA 31308,NA,NA,NA,NA,NA,NAO,NA,I,21309336,3/5/2023 21:00,4/26/2023 21:27,27-Apr-23,NA,NA,NA,NA,NA,25-Apr-23,26-Apr-23,SU,104,0,9,113,SIM,40,51,92.04,Pintada novamente. Muito tranquila. 
195,LEO,CD,5-Mar-23,103,20:25,11,428,-3.86993,-32.43752,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NAO,NA,I,21309316,3/5/2023 21:20,4/29/2023 01:00,30-Apr-23,NA,NA,NA,NA,NA,28-Apr-23,28-Apr-23,SU,97,3,1,101,SIM,40,54,96.04,Painted. 95 hetchlings before 20:30.
196,LEO,CD,5-Mar-23,104,20:30,11,429,-3.8701,-32.43798,F27,NA,NA,NA,NA,BRA 31374,NA,NA,BRA 31355,NA,NA,NA,NAO,NA,I,21648041,3/6/2023 00:02,4/28/2023 23:50,30-Apr-23,NA,NA,NA,NA,NA,28-Apr-23,28-Apr-23,SU,96,0,4,100,SIM,40,54,96,"The Hobo came off the string, but it is in the nest.  There is a rock attached to the string just above the nest. 95 hatchlings emerged before 20:30."
197,LEO,CD,5-Mar-23,105,03:00,10,323,-3.87002,-32.4377,F28,NA,NA,NA,NA,BRA 31372,BRA 31378,BRA 31330,BRA 31310,NA,NA,NA,SIM,#N105 05-Mar-2023 BRA 31372 BRA 31378,I,21648044,3/6/2023 03:35,4/29/2023 23:17,30-Apr-23,NA,NA,NA,NA,NA,29-Apr-23,29-Apr-23,SU,77,2,2,81,SIM,40,55,95.06,Repaited. *Marcas nas nadadeiras posteriores não foram checadas.
198,LEO,ML,5-Mar-23,NA,03:15,11,430,-3.86951,-32.43497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Tried to climb up the hill at the beginning of the beach. Pulled the tag out didn't have tine for a 2nd attempt.
199,LEO,SD,5-Mar-23,NA,03:20,11,431,-3.86957,-32.43526,F40,NA,BRA 31376,NA,NA,BRA 31386,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,On the beach until 6:30. Bite on rear left flipper. Notch on the end of carapace. Three slashes on carapace.  
200,LEO,ML,6-Mar-23,NA,20:25,11,432,-3.86934,-32.43539,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beggining of beach
201,LEO,CD,6-Mar-23,106,20:35,11,434,-3.87015,-32.43826,F14,NA,NA,NA,NA,BRA 31326,NA,BRA 31335,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Apr-23,28-Apr-23,SU,134,17,1,152,NAO,NA,53,88.16,"Turtle pulled stake out, so string may have moved. 8 filhotes retidos."
202,LEO,ML,6-Mar-23,NA,20:40,11,433,-3.8699,-32.43809,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fell down the side of the large dune, helped for 2 hours"
203,LEO,SD,6-Mar-23,NA,20:45,10,324,-3.8701,-32.43907,F25,NA,NA,NA,NA,BRA 31366,BRA 31367,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tried to dig the body pit under the buoy.
204,LEO,CD,6-Mar-23,107,00:45,11,442,-3.8696,-32.43686,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NAO,NA,I,21639879,3/7/2023 04:03,4/27/2023 02:21,27-Apr-23,NA,NA,NA,NA,NA,26-Apr-23,26-Apr-23,SU,96,0,2,98,SIM,40,51,97.96,Shallow nest - 66. Emerged between 23:50 and 01:00.
205,LEO,SD,6-Mar-23,NA,02:50,11,444,-3.86987,-32.4375,F8,NA,NA,NA,NA,BRA 31305,BRA 31320,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
206,LEO,CD,6-Mar-23,108,03:10,11,445,-3.87,-32.43806,F15,NA,NA,NA,NA,BRA 31302,BRA 31304,NA,NA,NA,NA,NA,NAO,NA,I,21639880,3/7/2023 04:58,4/28/2023 23:53,30-Apr-23,NA,NA,NA,NA,NA,28-Apr-23,28-Apr-23,SU,95,0,2,97,SIM,40,53,97.94,Pintada novamente. 76 filhotes emergidos entre 20:40 - 21:45 e 2 retidos.
207,LEO,CD,6-Mar-23,109,04:10,11,443,-3.86951,-32.43599,F42,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NA,NA,116.5,107.5,SIM,#N109 06-Mar-2023 BRA 31352 BRA 31353,I,21309303,3/7/2023 04:25,4/25/2023 23:39,26-Apr-23,NA,NA,NA,NA,NA,23-Apr-23,25-Apr-23,SU,83,8,4,95,SIM,40,48,87.37,"Tag scars on front flippers, BRA 31352 left posterior, BRA 31353 right posterior. Photos tags OK, shallow nest. 1 filhote emergido 23-Apr."
208,LEO,CD,7-Mar-23,110,20:30,10,325,-3.8701,-32.43907,F16,NA,NA,NA,NA,BRA 31336,NA,NA,BRA 31338,NA,NA,NA,NAO,NA,I,21639875,3/7/2023 20:52,4/29/2023 04:40,1-May-23,NA,NA,NA,NA,NA,28-Apr-23,28-Apr-23,SU,103,1,4,108,SIM,40,52,95.37,Pintada novamente. Close to nest N73 e N85. 84 hatchlings emerged between 1:30 - 2:40.
209,LEO,CD,7-Mar-23,111,20:35,11,439,-3.86982,-32.43801,F8,NA,NA,NA,NA,BRA 31305,BRA 31320,NA,NA,NA,NA,NA,NAO,NA,I,21648033,3/7/2023 21:10,5/1/2023 01:47,1-May-23,NA,NA,NA,NA,NA,30-Apr-23,30-Apr-23,SU,137,4,8,149,SIM,40,54,91.95,Close to nest N72. 64 filhotes emergidos entre 23:30 - 00:25.
210,LEO,ML,7-Mar-23,NA,20:36,10,326,-3.86974,-32.43769,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
211,LEO,CD,7-Mar-23,112,20:45,11,440 (I) e 441 (P),-3.87003,-32.43961,F25,NA,NA,NA,NA,BRA 31366,BRA 31367,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,79,0,-3.87007,-32.43813,29-Apr-23,29-Apr-23,SU,71,2,7,80,NAO,NA,53,88.75," Muitas camas, muito pequena cova. +1 ovo anomalo pequeno"
212,LEO,ML,8-Mar-23,NA,20:30,10,327,-3.8694,-32.43523,F44,BRA 31392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tags seemed ok but need to be checked. 
213,LEO,CD,8-Mar-23,113,20:36,11,446,-3.86966,-32.4368,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,SIM,#N113 08-MAR-2023 BRA 31373 BRA 31360,I,21639873,3/8/2023 20:40,4/30/2023 04:45,30-Apr-23,NA,NA,NA,NA,NA,29-Apr-23,29-Apr-23,SU,73,0,4,77,NAO,NA,52,94.81,Painted. Close to Nest 77. Ninho muito muito fundo.
214,LEO ,CD,8-Mar-23,114,20:36,11,450,-3.86971,-32.43681,F12,NA,NA,NA,NA,BRA 31318,BRA 31319,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Apr-23,30-Apr-23,SU,77,1,4,82,NAO,NA,53,93.9,Painted. 1 huge abnormal egg and 7 stuck.
215,LEO,CD,8-Mar-23,115,20:36,11,447,-3.86965,-32.43699,F43,BRA 31377,BRA 31387,NA,NA,NA,NA,NA,NA,NA,104.2,94.8,SIM,#N115 08-MAR-2023 BRA 31377 BRA 31387,I,21648048,3/8/2023 20:44,5/2/2023 23:25,3-May-23,NA,NA,NA,NA,NA,2-May-23,2-May-23,SU,72,7,8,87,SIM,40,55,82.76,Painted. Tag scar between 2°/3° left front flipper. 1 small abnormal egg.
216,LEO,SD,8-Mar-23,NA,NA,11,449,-3.86976,-32.43748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted. Before das 20:46. 
217,LEO,CD,9-Mar-23,116,19:50,10,328,-3.86923,-32.43578,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Apr-23,1-May-23,SU,127,0,3,130,NAO,NA,52,97.69,Top + left photos ok. Nest in vegetation. Many roots.
218,LEO,CD,9-Mar-23,119,19:50,10,329,-3.86946,-32.43636,F18,BRA 31242,NA,NA,NA,NA,BRA 31333,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-May-23,1-May-23,SU,100,0,3,103,NAO,NA,53,97.09,Tag scars left front flipper. 1 e 2 and axila. Hole in segunda e terceira. New tag BRA 31342 between segunda e terceira. 
219,LEO,CD,9-Mar-23,117,19:53,11,452,-3.86434,-32.43612,F17,NA,NA,NA,NA,BRA 31344,BRA 31343,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-May-23,3-May-23,SU,75,0,2,77,NAO,NA,54,97.4,Painted
220,LEO,CD,9-Mar-23,118,19:53,11,453,-3.8694,-32.43645,F20,NA,NA,NA,NA,BRA 31334,BRA 31359,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-May-23,1-May-23,SU,82,0,10,92,NAO,NA,53,89.13,Painted - 21-Mar-2023 - Stake was knocked over. 
221,LEO,CD,9-Mar-23,120,19:56,11,454,-3.86977,-32.4375,F6,NA,NA,NA,NA,BR 83237,BRA 31316,NA,NA,NA,110.8,106.5,NAO,NA,I,21639874,3/9/2023 21:46,5/3/2023 03:04,3-May-23,NA,NA,NA,NA,NA,2-May-23,2-May-23,SU,36,1,3,40,SIM,36,54,90,Repainted. Tag está encarnada (nadadeira anterior esquerda). Corte cicatrizado na nadadeira posterior esquerda. 2 ovos anômalos.
222,LEO,CD,9-Mar-23,121,01:50,11,455,-3.86944,-32.43566,F40,NA,NA,NA,NA,BRA 31386,BRA 31376,NA,NA,NA,111.3,103.1,SIM,#N121 09-Mar-2023 BRA 31386 BRA 31376,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-May-23,2-May-23,SU,41,0,3,44,NAO,NA,54,93.18,Painted. 1 tiny abnormal egg.
223,LEO,CD,10-Mar-23,122,20:00,10,330,-3.86986,-32.43768,F44,NA,BRA 31345,NA,NA,BRA 31392,NA,NA,NA,NA,115.2,115.8,SIM,#N122 10-Mar-2023 BRA 31392 BRA 31345,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Apr-23,30-Apr-23,SU,131,1,5,137,NAO,NA,51,95.62,"F44 - painted. Photo ID and photo of tags taken. Rock in the middle of nest, too big to remove. Photo of nest on EA phone. Shallow nest. Tear in rear right flipper (photo). 6 stuck hatchlings."
224,LEO,ML,10-Mar-23,NA,20:15,11,456,-3.86998,-32.44032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted.
225,LEO,ML,10-Mar-23,NA,21:10,10,332,-3.87036,-32.43871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted.
226,LEO,SD,10-Mar-23,NA,22:05,10,331,-3.86943,-32.43616,F3,NA,NA,NA,NA,BRA 31321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beginning of beach. Não foi possível checar a outra tag.
227,LEO,CD,11-Mar-23,126,19:50,11,462,-3.86983,-32.43762,F1,NA,NA,NA,NA,BRA 26380,BRA 21602,NA,NA,NA,NA,NA,NAO,NA,I,21648052,3/11/2023 23:32,5/5/2023 10:05,5-May-23,NA,NA,NA,NA,NA,4-May-23,4-May-23,SU,130,3,23,156,SIM ,40,54,83.33,walked a long way; very deep body pit; deep nest
228,LEO,CD,11-Mar-23,123,19:56,11,458,-3.86928,-32.43565,F46,BRA 32826,BRA 32827,NA,NA,NA,NA,NA,NA,NA,106,97.5,SIM,#N123 11-Mar-2023 BRA 32826 BRA 32827,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-May-23,3-May-23,SU,84,0,17,101,NAO,NA,53,83.17,Painted; photos tags OK; scars on the carapace (photo).
229,LEO,CD,11-Mar-23,125,20:05,11,459,-3.86997,-32.43797,F5,NA,NA,NA,NA,BRA 21686,BRA 21685,NA,NA,NA,NA,NA,NAO,NA,I,21639878,3/11/2023 21:58,5/3/2023 02:50,3-May-23,NA,NA,NA,NA,NA,2-May-23,2-May-23,SU,110,1,1,112,NAO,NA,52,98.21,"Pintada novamente. did not sample because there were only 30 hatchlings in nest, probably the rest escaped the cage"
230,LEO,CD,11-Mar-23,124,20:07,10 e 11,333 (I) e 460 (P),-3.86996,-32.43855,F45,BRA 31245,BRA 31246,NA,NA,NA,NA,NA,NA,NA,109.4,101.6,SIM,#N124 11-Mar-2023 BRA 31245 BRA 31246,P,NA,NA,NA,NA,A,72,0,-3.87002,-32.43814,4-May-23,4-May-23,SU,57,2,14,73,NAO,NA,54,78.08,72 ovos + 2 anomalous; lots of barnacles; deep cut on the front left flipper (photo); GPS 10 for original nest. 10 stuck hatchlings.
231,LEO,ML,11-Mar-23,NA,20:10,10,334,-3.86993,-32.43919,F36,NA,NA,NA,NA,BRA 31362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Não foi possível checar a outra tag.
232,LEO,ML,11-Mar-23,NA,21:25,10,335,-3.86988,-32.44019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final do praia; unsighted. 
233,LEO,CD,11-Mar-23,127,21:55,11,461,-3.86966,-32.43661,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,SIM,#N127 11-Mar-2023 BRA 31362 BRA 31342,I,21648050,3/11/2023 23:04,5/7/2023 01:56,8-May-23,NA,NA,NA,NA,NA,6-May-23,6-May-23,SU,92,0,34,126,SIM ,40,56,73.02,repainted
234,LEO,CD,11-Mar-23,128,01:02,10 e 11,338 (I) e 463 (P),-3.87006,-32.43904,F3,NA,NA,NA,NA,BRA 31321,BRA 31309,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,104,1,-3.87007,-32.43797,1-May-23,2-May-23,SU,95,1,8,104,NAO,NA,51,91.35,"GPS 10 for original nest; final da praia, area de alagamento; found her already camoflouging, ruined one egg when finding the nest after she left. 3 hatchlings stuck in the nest"
235,LEO,ML,12-Mar-23,NA,20:20,11,465,-3.86957,-32.43555,F19,NA,NA,NA,NA,BRA 31337,BRA 31339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beginning of the beach at high tide.
236,LEO,CD,12-Mar-23,129,20:30,11,464,-3.86978,-32.43756,F47,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,NA,NA,104.2,98.4,SIM,#N129 12-Mar-2023 BRA 31396 BRA 31398,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-May-23,4-May-23,SU,57,1,8,66,NAO,NA,52,86.36,Photos tags ok; painted again; big notch in bottom right of carapace(photo); close the nests N037 and N103. 2 stuck hatchlings. 
237,LEO,CD,12-Mar-23,130,21:30,11,468,-3.86959,-32.43659,F22,NA,NA,NA,NA,BRA 31340,BRA 31341,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-May-23,5-May-23,SU,130,0,3,133,NAO,NA,54,97.74,Painted; made 8 body pits and almost fell over a dune; knocked over stake 79.
238,LEO,SD,12-Mar-23,NA,21:30,11,469,-3.87005,-32.43983,F23,NA,NA,NA,NA,BRA 21670,BRA 21625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LEO,ML,12-Mar-23,NA,23:10,11,466,-3.86945,-32.43528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No time to check turtle ID, in front of the rocks at the beginning of the beach."
240,LEO,ML,12-Mar-23,NA,NA,11,467,-3.86945,-32.43513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entre 21:40 e 23:10; unsighted, in front of the trail."
